product_id,product_name,brand,model_series,ram_capacity,rom_capacity,original_price,sale_price,stock_status,product_status,source_site,crawl_date
PROD_TGD_101166,Dien thoai Realme Realme C65 8GB/256GB - Moi 100%,Realme,Realme C65,8GB,256GB,30450000.0,29450000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101167,Dien thoai Realme Realme Note 50 8GB/256GB - Moi 100%,Realme,Realme Note 50,8GB,256GB,42280000.0,41780000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101168,Dien thoai Oppo Find N3 Flip 8GB/1TB - Moi 100%,Oppo,Find N3 Flip,8GB,1TB,34630000.0,33630000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101169,Dien thoai Oppo Find N3 Flip 4GB/64GB - Moi 100%,Oppo,Find N3 Flip,4GB,64GB,37250000.0,36750000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101170,Dien thoai Samsung Galaxy Z Fold6 8GB/512GB - Moi 100%,samsung,Galaxy Z Fold6,8GB,512GB,30780000.0,,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101171,Dien thoai Apple iPhone 15 Pro Max 4GB/256GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,256GB,42060000.0,42060000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101172,Dien thoai Apple iPhone 14 Pro 12GB/512GB - Moi 100%,Apple,iPhone 14 Pro,12GB,512GB,30430000.0,28430000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101173,Dien thoai Xiaomi Poco X6 Pro 16GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,1TB,43570000.0,43570000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101174,Dien thoai Realme Realme Note 50 6GB/64GB - Moi 100%,Realme,Realme Note 50,6GB,64GB,36650000.0,36650000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101175,Dien thoai Vivo X100 Pro 8GB/128GB - Moi 100%,Vivo,X100 Pro,8GB,128GB,34610000.0,33610000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101176,Dien thoai Xiaomi Redmi Note 13 4GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,4GB,128GB,40480000.0,39980000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101177,Dien thoai Xiaomi Poco X6 Pro 6GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,6GB,64GB,44300000.0,42300000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101178,Dien thoai Samsung Galaxy Z Fold6 12GB/256GB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,256GB,39950000.0,39450000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101179,Dien thoai Vivo Y100 12GB/64GB - Moi 100%,Vivo,Y100,12GB,64GB,44850000.0,42850000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101180,Dien thoai Samsung Galaxy A55 12GB/128GB - Moi 100%,Samsung,Galaxy A55,12GB,128GB,35050000.0,35050000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101181,Dien thoai Apple iPhone 15 Pro Max 4GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,512GB,41000000.0,40000000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101182,Dien thoai Oppo A78 8GB/128GB - Moi 100%,Oppo,A78,8GB,128GB,39330000.0,38330000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101183,Dien thoai Xiaomi Poco X6 Pro 16GB/256GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,256GB,41530000.0,41530000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101184,Dien thoai Realme Realme Note 50 16GB/64GB - Moi 100%,Realme,Realme Note 50,16GB,64GB,33370000.0,31370000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101185,Dien thoai Apple iPhone 15 Pro Max 8GB/256GB - Moi 100%,apple,iPhone 15 Pro Max,8GB,256GB,44450000.0,43450000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101186,Dien thoai Oppo A78 8GB/128GB - Moi 100%,Oppo,A78,8GB,128GB,31730000.0,31730000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101187,Dien thoai Apple iPhone 15 Pro Max 4GB/1TB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,1TB,31560000.0,29560000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101188,Dien thoai Vivo X100 Pro 16GB/128GB - Hang trung bay,Vivo,X100 Pro,16GB,128GB,43990000.0,41990000.0,Het hang,Hang trung bay,TGDD,2026-06-11
PROD_TGD_101189,Dien thoai Vivo Y100 6GB/128GB - Moi 100%,Vivo,Y100,6GB,128GB,31580000.0,30580000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101190,Dien thoai Apple iPhone 15 Pro Max 12GB/64GB - Moi 100%,Apple,iPhone 15 Pro Max,12GB,64GB,39460000.0,38460000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101191,Dien thoai Samsung Galaxy S24 Ultra 16GB/1TB - Moi 100%,Samsung,Galaxy S24 Ultra,16GB,1TB,34180000.0,33180000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101192,Dien thoai Vivo V30 5G 4GB/64GB - Hang trung bay,Vivo,V30 5G,4GB,64GB,35580000.0,34580000.0,Het hang,Hang trung bay,CellphoneS,2026-06-11
PROD_CEL_101193,Dien thoai Apple iPhone 14 Pro 4GB/512GB - Moi 100%,Apple,iPhone 14 Pro,4GB,512GB,43920000.0,43920000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101194,Dien thoai Samsung Galaxy S24 Ultra 8GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,512GB,44910000.0,44910000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101195,Dien thoai Xiaomi Redmi Note 13 6GB/128GB - Da kich hoat,Xiaomi,Redmi Note 13,6GB,128GB,41900000.0,39900000.0,Het hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_101196,Dien thoai Realme Realme Note 50 12GB/512GB - Moi 100%,Realme,Realme Note 50,12GB,512GB,31100000.0,30600000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101197,Dien thoai Vivo Y100 12GB/512GB - Moi 100%,Vivo,Y100,12GB,512GB,39530000.0,39030000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101198,Dien thoai Oppo Reno11 F 6GB/64GB - Moi 100%,Oppo,Reno11 F,6GB,64GB,40210000.0,39710000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101199,Dien thoai Xiaomi Xiaomi 14 4GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,4GB,1TB,37090000.0,35090000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101200,Dien thoai Xiaomi Redmi Note 13 6GB/64GB - Moi 100%,xiaomi,Redmi Note 13,6GB,64GB,,38910000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101201,Dien thoai Xiaomi Xiaomi 14 12GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,12GB,1TB,31930000.0,31430000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101202,Dien thoai Oppo A78 8GB/256GB - Moi 100%,Oppo,A78,8GB,256GB,44330000.0,43830000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101203,Dien thoai Oppo Reno11 F 6GB/1TB - Moi 100%,Oppo,Reno11 F,6GB,1TB,33820000.0,32820000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101204,Dien thoai Oppo Find N3 Flip 12GB/64GB - Moi 100%,Oppo,Find N3 Flip,12GB,64GB,41070000.0,39070000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101205,Dien thoai Oppo Find N3 Flip 16GB/1TB - Moi 100%,Oppo,Find N3 Flip,16GB,1TB,30320000.0,30320000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101206,Dien thoai Apple iPhone 13 4GB/64GB - Moi 100%,Apple,iPhone 13,4GB,64GB,38710000.0,36710000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101207,Dien thoai Apple iPhone 14 Pro 16GB/128GB - Moi 100%,Apple,iPhone 14 Pro,16GB,128GB,39610000.0,37610000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101208,Dien thoai Oppo Reno11 F 6GB/512GB - Moi 100%,Oppo,Reno11 F,6GB,512GB,31270000.0,29270000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101209,Dien thoai Xiaomi Poco X6 Pro 8GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,8GB,64GB,36950000.0,36950000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101210,Dien thoai Apple iPhone 13 8GB/128GB - Moi 100%,Apple,iPhone 13,8GB,128GB,39730000.0,39730000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101211,Dien thoai Apple iPhone 13 8GB/64GB - Moi 100%,Apple,iPhone 13,8GB,64GB,44490000.0,42490000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101212,Dien thoai Xiaomi Poco X6 Pro 4GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,4GB,64GB,41380000.0,40380000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101213,Dien thoai Vivo V30 5G 6GB/128GB - Moi 100%,Vivo,V30 5G,6GB,128GB,32320000.0,32320000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101214,Dien thoai Samsung Galaxy A55 12GB/64GB - Moi 100%,Samsung,Galaxy A55,12GB,64GB,37080000.0,35080000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101215,Dien thoai Realme Realme 12 Rest 6GB/64GB - Moi 100%,realme,Realme 12 Rest,6GB,64GB,41570000.0,,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101216,Dien thoai Samsung Galaxy Z Fold6 12GB/64GB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,64GB,31080000.0,29080000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101217,Dien thoai Xiaomi Redmi Note 13 8GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,128GB,40440000.0,39440000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101218,Dien thoai Oppo Find N3 Flip 16GB/256GB - Hang trung bay,Oppo,Find N3 Flip,16GB,256GB,39510000.0,39010000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_CEL_101219,Dien thoai Apple iPhone 14 Pro 8GB/1TB - Moi 100%,Apple,iPhone 14 Pro,8GB,1TB,35720000.0,35220000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101220,Dien thoai Apple iPhone 13 8GB/128GB - Moi 100%,Apple,iPhone 13,8GB,128GB,41810000.0,41310000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101221,Dien thoai Realme Realme Note 50 16GB/512GB - Moi 100%,Realme,Realme Note 50,16GB,512GB,36670000.0,36670000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101222,Dien thoai Xiaomi Xiaomi 14 16GB/512GB - Moi 100%,Xiaomi,Xiaomi 14,16GB,512GB,41850000.0,41850000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101223,Dien thoai Xiaomi Redmi Note 13 8GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,128GB,43500000.0,42500000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101224,Dien thoai Apple iPhone 14 Pro 8GB/64GB - Moi 100%,Apple,iPhone 14 Pro,8GB,64GB,35630000.0,35630000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101225,Dien thoai Vivo Y100 16GB/512GB - Moi 100%,Vivo,Y100,16GB,512GB,38250000.0,37750000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101226,Dien thoai Samsung Galaxy S24 Ultra 4GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,4GB,512GB,34450000.0,34450000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101227,Dien thoai Oppo A78 8GB/128GB - Moi 100%,Oppo,A78,8GB,128GB,37480000.0,36980000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101228,Dien thoai Xiaomi Poco X6 Pro 12GB/256GB - Moi 100%,Xiaomi,Poco X6 Pro,12GB,256GB,30830000.0,30330000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101229,Dien thoai Apple iPhone 13 6GB/1TB - Moi 100%,Apple,iPhone 13,6GB,1TB,40780000.0,40280000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101230,Dien thoai Vivo Y100 8GB/512GB - Moi 100%,vivo,Y100,8GB,512GB,32390000.0,31890000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101231,Dien thoai Vivo Y100 16GB/128GB - Moi 100%,Vivo,Y100,16GB,128GB,39090000.0,37090000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101232,Dien thoai Xiaomi Xiaomi 14 12GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,12GB,1TB,44850000.0,44850000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101233,Dien thoai Oppo Find N3 Flip 16GB/128GB - Moi 100%,Oppo,Find N3 Flip,16GB,128GB,40180000.0,39180000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101234,Dien thoai Vivo V30 5G 12GB/512GB - Moi 100%,Vivo,V30 5G,12GB,512GB,30850000.0,29850000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101235,Dien thoai Oppo Find N3 Flip 12GB/128GB - Moi 100%,Oppo,Find N3 Flip,12GB,128GB,31580000.0,30580000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101236,Dien thoai Realme Realme C65 6GB/128GB - Moi 100%,Realme,Realme C65,6GB,128GB,36290000.0,36290000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101237,Dien thoai Vivo V30 5G 12GB/1TB - Moi 100%,Vivo,V30 5G,12GB,1TB,39950000.0,37950000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101238,Dien thoai Vivo V30 5G 4GB/128GB - Moi 100%,Vivo,V30 5G,4GB,128GB,44560000.0,43560000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101239,Dien thoai Oppo A78 4GB/128GB - Moi 100%,Oppo,A78,4GB,128GB,44380000.0,44380000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101240,Dien thoai Oppo A78 8GB/256GB - Moi 100%,Oppo,A78,8GB,256GB,40360000.0,39860000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101241,Dien thoai Oppo A78 12GB/128GB - Moi 100%,Oppo,A78,12GB,128GB,42990000.0,42990000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101242,Dien thoai Vivo Y100 6GB/128GB - Moi 100%,Vivo,Y100,6GB,128GB,32390000.0,30390000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101243,Dien thoai Oppo Reno11 F 12GB/128GB - Moi 100%,Oppo,Reno11 F,12GB,128GB,43920000.0,41920000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101244,Dien thoai Samsung Galaxy S24 Ultra 6GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,128GB,43640000.0,43140000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101245,Dien thoai Vivo X100 Pro 6GB/512GB - Moi 100%,vivo,X100 Pro,6GB,512GB,33800000.0,32800000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101246,Dien thoai Xiaomi Xiaomi 14 6GB/128GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,128GB,30800000.0,29800000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101247,Dien thoai Xiaomi Xiaomi 14 16GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,16GB,1TB,38260000.0,36260000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101248,Dien thoai Samsung Galaxy Z Fold6 12GB/256GB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,256GB,40070000.0,38070000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101249,Dien thoai Samsung Galaxy A55 4GB/128GB - Moi 100%,Samsung,Galaxy A55,4GB,128GB,30860000.0,28860000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101250,Dien thoai Apple iPhone 15 Pro Max 8GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,8GB,512GB,32170000.0,32170000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101251,Dien thoai Xiaomi Redmi Note 13 12GB/128GB - Moi 100%,Xiaomi,Redmi Note 13,12GB,128GB,40640000.0,40640000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101252,Dien thoai Oppo Find N3 Flip 12GB/1TB - Moi 100%,Oppo,Find N3 Flip,12GB,1TB,32360000.0,32360000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101253,Dien thoai Apple iPhone 14 Pro 6GB/1TB - Da kich hoat,Apple,iPhone 14 Pro,6GB,1TB,44380000.0,43380000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_101254,Dien thoai Xiaomi Xiaomi 14 16GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,16GB,1TB,34010000.0,33010000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101255,Dien thoai Apple iPhone 13 4GB/1TB - Moi 100%,Apple,iPhone 13,4GB,1TB,36150000.0,35650000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101256,Dien thoai Xiaomi Poco X6 Pro 8GB/1TB - Moi 100%,Xiaomi,Poco X6 Pro,8GB,1TB,39590000.0,39090000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101257,Dien thoai Realme Realme Note 50 12GB/1TB - Moi 100%,Realme,Realme Note 50,12GB,1TB,43190000.0,41190000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101258,Dien thoai Oppo Find N3 Flip 4GB/64GB - Moi 100%,Oppo,Find N3 Flip,4GB,64GB,42420000.0,41920000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101259,Dien thoai Realme Realme C65 8GB/128GB - Moi 100%,Realme,Realme C65,8GB,128GB,31490000.0,31490000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101260,Dien thoai Vivo V30 5G 6GB/1TB - Moi 100%,vivo,V30 5G,6GB,1TB,37140000.0,,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101261,Dien thoai Samsung Galaxy Z Fold6 6GB/1TB - Moi 100%,Samsung,Galaxy Z Fold6,6GB,1TB,39390000.0,39390000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101262,Dien thoai Realme Realme Note 50 8GB/64GB - Moi 100%,Realme,Realme Note 50,8GB,64GB,41720000.0,41720000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101263,Dien thoai Xiaomi Redmi Note 13 4GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,4GB,512GB,41360000.0,41360000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101264,Dien thoai Xiaomi Xiaomi 14 4GB/1TB - Moi 100%,Xiaomi,Xiaomi 14,4GB,1TB,40300000.0,40300000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101265,Dien thoai Samsung Galaxy Z Fold6 16GB/128GB - Moi 100%,Samsung,Galaxy Z Fold6,16GB,128GB,33880000.0,33380000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101266,Dien thoai Realme Realme 12 Rest 4GB/512GB - Da kich hoat,Realme,Realme 12 Rest,4GB,512GB,44860000.0,43860000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_101267,Dien thoai Apple iPhone 13 8GB/1TB - Moi 100%,Apple,iPhone 13,8GB,1TB,32350000.0,31850000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101268,Dien thoai Apple iPhone 14 Pro 8GB/64GB - Moi 100%,Apple,iPhone 14 Pro,8GB,64GB,36250000.0,35250000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101269,Dien thoai Oppo A78 6GB/512GB - Da kich hoat,Oppo,A78,6GB,512GB,43200000.0,42200000.0,Het hang,Da kich hoat,TGDD,2026-06-11
PROD_TGD_101270,Dien thoai Realme Realme 12 Rest 16GB/64GB - Da kich hoat,Realme,Realme 12 Rest,16GB,64GB,35020000.0,34020000.0,Con hang,Da kich hoat,TGDD,2026-06-11
PROD_CEL_101271,Dien thoai Xiaomi Poco X6 Pro 8GB/256GB - Moi 100%,Xiaomi,Poco X6 Pro,8GB,256GB,37730000.0,36730000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101272,Dien thoai Apple iPhone 13 4GB/128GB - Moi 100%,Apple,iPhone 13,4GB,128GB,41420000.0,40920000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101273,Dien thoai Realme Realme Note 50 4GB/256GB - Moi 100%,Realme,Realme Note 50,4GB,256GB,42250000.0,41750000.0,Het hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101274,Dien thoai Xiaomi Xiaomi 14 4GB/128GB - Moi 100%,Xiaomi,Xiaomi 14,4GB,128GB,38900000.0,38400000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101275,Dien thoai Apple iPhone 14 Pro 4GB/256GB - Moi 100%,apple,iPhone 14 Pro,4GB,256GB,35290000.0,33290000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101276,Dien thoai Realme Realme Note 50 4GB/1TB - Moi 100%,Realme,Realme Note 50,4GB,1TB,44520000.0,43520000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101277,Dien thoai Xiaomi Redmi Note 13 8GB/256GB - Hang trung bay,Xiaomi,Redmi Note 13,8GB,256GB,30890000.0,29890000.0,Con hang,Hang trung bay,TGDD,2026-06-11
PROD_CEL_101278,Dien thoai Xiaomi Xiaomi 14 16GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,16GB,256GB,41660000.0,41660000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101279,Dien thoai Oppo Find N3 Flip 6GB/64GB - Moi 100%,Oppo,Find N3 Flip,6GB,64GB,39930000.0,39430000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101280,Dien thoai Vivo V30 5G 8GB/1TB - Hang trung bay,Vivo,V30 5G,8GB,1TB,,33810000.0,Con hang,Hang trung bay,CellphoneS,2026-06-11
PROD_CEL_101281,Dien thoai Xiaomi Redmi Note 13 12GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,12GB,1TB,35880000.0,35880000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101282,Dien thoai Realme Realme 12 Rest 8GB/512GB - Moi 100%,Realme,Realme 12 Rest,8GB,512GB,36060000.0,35560000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101283,Dien thoai Apple iPhone 14 Pro 16GB/512GB - Moi 100%,Apple,iPhone 14 Pro,16GB,512GB,41680000.0,41680000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101284,Dien thoai Realme Realme C65 6GB/256GB - Moi 100%,Realme,Realme C65,6GB,256GB,34050000.0,32050000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101285,Dien thoai Xiaomi Xiaomi 14 16GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,16GB,256GB,42410000.0,41410000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101286,Dien thoai Oppo Reno11 F 16GB/64GB - Moi 100%,Oppo,Reno11 F,16GB,64GB,33000000.0,33000000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101287,Dien thoai Oppo Find N3 Flip 6GB/128GB - Moi 100%,Oppo,Find N3 Flip,6GB,128GB,40980000.0,39980000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101288,Dien thoai Xiaomi Poco X6 Pro 16GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,128GB,34700000.0,32700000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101289,Dien thoai Oppo A78 8GB/64GB - Moi 100%,Oppo,A78,8GB,64GB,44070000.0,43070000.0,Het hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101290,Dien thoai Oppo A78 4GB/128GB - Moi 100%,oppo,A78,4GB,128GB,38790000.0,38290000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101291,Dien thoai Realme Realme C65 16GB/512GB - Moi 100%,Realme,Realme C65,16GB,512GB,34390000.0,33890000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101292,Dien thoai Realme Realme C65 12GB/1TB - Moi 100%,Realme,Realme C65,12GB,1TB,33670000.0,33670000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101293,Dien thoai Apple iPhone 14 Pro 16GB/1TB - Moi 100%,Apple,iPhone 14 Pro,16GB,1TB,44130000.0,43630000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101294,Dien thoai Apple iPhone 13 16GB/128GB - Da kich hoat,Apple,iPhone 13,16GB,128GB,30070000.0,30070000.0,Con hang,Da kich hoat,CellphoneS,2026-06-11
PROD_TGD_101295,Dien thoai Apple iPhone 14 Pro 8GB/64GB - Moi 100%,Apple,iPhone 14 Pro,8GB,64GB,33560000.0,31560000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_TGD_101296,Dien thoai Vivo V30 5G 12GB/256GB - Moi 100%,Vivo,V30 5G,12GB,256GB,43760000.0,43760000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101297,Dien thoai Realme Realme Note 50 8GB/128GB - Moi 100%,Realme,Realme Note 50,8GB,128GB,36770000.0,36770000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_CEL_101298,Dien thoai Oppo Find N3 Flip 16GB/512GB - Moi 100%,Oppo,Find N3 Flip,16GB,512GB,42280000.0,40280000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
PROD_TGD_101299,Dien thoai Oppo A78 8GB/64GB - Moi 100%,Oppo,A78,8GB,64GB,42480000.0,41480000.0,Con hang,Moi 100%,TGDD,2026-06-11
PROD_CEL_101300,Dien thoai Oppo Reno11 F 4GB/512GB - Moi 100%,Oppo,Reno11 F,4GB,512GB,40280000.0,39280000.0,Con hang,Moi 100%,CellphoneS,2026-06-11
